"Name","Campus Protests"
"Title","University Campus Protests"
"Date","June 25, 2024 at 03:45 PM (GMT)"
"Duration","02:26:12"
"Participants","315"
"Participant Limit","350"
"Total Screener Polls","8"
"Total Conversation Questions","5"

""
""
"","","Participant Id","Sample Provider Id","What is your gender?","What is your age range?","What is your political affiliation?","What is your religious affiliation? - Christian","What is your religious affiliation? - Muslim","What is your religious affiliation? - Jewish","What is your religious affiliation? - Agnostic/Atheist ","What is your religious affiliation? - Hindu","What is your religious affiliation? - Buddhist ","What is your religious affiliation? - Other","What is your religious affiliation? - Prefer not to respond","What is your highest level of education?","How would you describe where you live?","What is your household income?","Have you ever participated in any form of public protest?","What are your impressions of the campus protests?","Sentiment","All (%agree)","What are you impressions of how campus administrators handled the protests?","Sentiment","All (%agree)","Can you describe any ways the campus protests have affected you?","Sentiment","Categories","What are your thoughts on the way university campus administrators should approach the issue of Israel/Gaza demonstrations?","Sentiment","All (%agree)","What should guide university campus administrators handling of protests?","Sentiment","All (%agree)","Muted"
"","","7160b0e1-4cd9-4de1-9c90-dd7e4a82537f","","Female","40-49","Republican","Christian","--","--","--","--","--","--","--","High school","Suburban","$81--$120k","No","I fully support them so long as they are peaceful ","Positive","51%","I think it was probably pretty difficult navigating the situation once they weren’t peaceful. ","Negative","53%","They’ve given me much to think about in regards to how involved I would be were I one of the students or an administrator. ","Neutral","Uncategorized","I believe that they should allow and even encourage peaceful protests while maintaining an open dialogue. A college campus is the most appropriate place for such a thing in my opinion ","Neutral","60%","The level of peace. So long as they aren’t harming anyone or anything they should be allowed and encouraged ","Neutral","73%","False"
"","","585068bb-7c6e-46de-a543-5fe6716eebb6","","Female","60-69","Republican","Christian","--","--","--","--","--","--","--","High school","Urban","$81--$120k","No","Honestly I think they are disruptive, inconvenient and do they really think the people causing the problems in Israel and Gaza really care that they protesting in America","Negative","55%","I think they are waiting too long to shut them down.  They should not be tolerated.  If the student does not follow the rules, they should be expelled. ","Negative","51%","They have not affected me in anyway except being annoyed having to see in on the news","Neutral","Uncategorized","The should completely ban them.  ","Negative","54%","There should be rules in place that need to be followed along with the consequences when are not followed.  If a student/person wants to protest anything, take it home and protest in front of their house","Negative","73%","False"
"","","6982c3f3-913b-4584-8b58-675d7f892124","","Male","40-49","Independent/Other","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$35k-$80k","No","indifferent","Negative","55%","unessicary","Neutral","48%","not at all","Negative","Uncategorized","let them do it","Neutral","48%","dont know","Neutral","18%","False"
"","","39792ad1-ce3d-4f3a-ab7b-d47ff8d70705","","Male","50-59","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","Under $34k","No","Peaceful protest should always be allowed.  The University should recognize the rights of protesters and refrain from retaliation.  If the protests turn violent, then there should be some police intervention.","Neutral","60%","The best response is having a dialog with the protestors.  Shutting down peaceful protests or suspending students seems wrong.","Neutral","56%","They have had no effect.  I'm not a student, parent of a student or faculty member at a university.","Negative","Uncategorized","All them to protest as long as it remain peaceful.  Have officials engage in dialog with the protestors.","Neutral","61%","Any applicable law regarding peaceful protests.","Neutral","72%","False"
"","","18b74049-d78e-4cfa-be2b-cc9d92b4f634","","Male","40-49","Independent/Other","--","--","--","Agnostic/Atheist ","--","--","--","--","High school","Urban","Under $34k","No","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","72a72c4d-c657-4455-b879-44f1c96be38c","","Female","30-39","Independent/Other","--","--","--","--","--","--","Other","--","High school","Urban","Under $34k","No","They do not solve anything and create more harm than good.","Negative","51%","It was handled accordingly and to the best of their abilities.","Positive","46%","They have not affected me to any degree.","Positive","Uncategorized","Outline clear and concise rules for peaceful protests. Any individual that does not abide by the rules should face expulsion and/or be sanctioned.","Neutral","59%","American laws","Neutral","49%","False"
"","","d69c05e7-acfd-42c5-bcc4-dee36d689d8a","","Male","30-39","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Rural","Under $34k","No","I think peaceful ones are fine. Disruptive/violent protests are not fine.","Neutral","59%","I think its really a case by case basis. I think the administrators probably took the best course of action at any given time.","Neutral","49%","I haven't been affected at all.","Positive","Uncategorized","I think peaceful non disruptive protest should be allowed. Any blockades of students or otherwise violent protests should be stopped.","Neutral","61%","The two main things I can think of is: 1. Is it peaceful? If so let it be. 2. Is it violent or otherwise very disruptive? If so, take action.","Neutral","72%","False"
"","","aa65ba18-874e-413b-a910-f3f93f200b38","","Male","30-39","Independent/Other","Christian","--","--","--","--","--","--","--","High school","Suburban","Under $34k","No","protesting and talking about different right and outcomes is necessary, as long as you do it none violently  ","Negative","60%","they seem to be pooping their pants","Negative","46%","i dont live near a campus nor have i been on a campus in many years, i would say i was not affected at all by the campus protests","Neutral","Uncategorized","keep it peaceful and no harm no foul","Positive","54%","i would no say there is a guide, you have to handle these things as they come","Negative","34%","False"
"","","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","","Female","40-49","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$35k-$80k","No","I think they are a way for the youth to have their voice heard.","Neutral","51%","I think at times there was too much opposition.","Negative","53%","I have been encouraged by the acts of protests by this generation.   In so many ways our country seems stagnant and just accept everything without question.","Neutral","Uncategorized","I think they should allow the protests and not intervene or call law enforcement if the protests are peaceful.","Negative","61%","They should only intervene in the event of violent disruption.","Negative","77%","False"
"","","7b7363ef-2b68-40f9-a792-3424878a1fad","","Male","40-49","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","High school","Urban","Under $34k","No","Students should have a right to peacefully protest on their campuses.","Negative","57%","Very badly.  On many occasions calling in the police was the wrong move.","Negative","47%","I think college is a place where ideas should be allowed and even encouraged.","Positive","Uncategorized","They should allow non-violent protests as well as protect those students from counter-protesters whom seem to more often than not the ones causing the violence.","Negative","60%","No different that with past experiences with other protests.","Neutral","38%","False"
"","","4f9c6e6b-4551-4e5f-89f2-1e9a342d8037","","Male","18-29","Democrat","Christian","--","--","--","--","--","--","--","Professional Degree (e.g. Masters, PhD, MD, JD) ","Urban","$120k+","Yes","Students reserve the right to openly protest about their displeasure on how the government handle international relation matters and as such should be given the opportunity to be heard.","Negative","55%","Campus administrators should tone down on the harsh treatment of student protesters","Negative","55%","The campus protest hasn't directly affected me but for my sibling who was in school as at the time of the protest","Negative","Uncategorized","The campus administrators should be open on the issue and seek for public opinion before arriving at a conclusion","Neutral","52%","Campus administrators should be open at all times","Neutral","73%","False"
"","","ce9f06a3-ad8e-461f-8b54-7e45dcc3e25d","","Female","18-29","Republican","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$81--$120k","Yes","I think what Israel is doing is unconscionable and the protestors are justified.  I'm not sure they're very effective, but I appreciate that they're trying to express their views against this great injustice","Neutral","58%","I think they've acted in a cowardly way and are very clearly motivated by political and financial gain, not justice.","Negative","50%","They haven't changed my mind on how I feel about the issue; even though I tend to lean conservative and disagree with most college students (lol), I'm with them on this one.","Neutral","Uncategorized","Let them protest! No need to get the police involved.","Neutral","55%","Have new students sign a code of conduct that defines what a peaceful protest is.","Neutral","58%","False"
"","","97fbcb24-de60-4586-a42e-5a6ab6247ac7","","Male","40-49","Independent/Other","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$35k-$80k","Yes","I think they are good. Students have the right to protest injustice.","Neutral","54%","I think some schools have failed their students ","Negative","53%","They have not. ","Neutral","Uncategorized","They should let the students protest. ","Negative","61%","Violence","Negative","22%","False"
"","","8b6b5bf8-a4f6-4c80-a129-0f2497d03cb8","","Male","40-49","Independent/Other","Christian","--","--","--","--","--","--","--","High school","Suburban","$35k-$80k","No","I think if they were done peacefully, it is ok.","Neutral","52%","I feel like they were handled properly.","Positive","48%","I have not been affected by the protests.","Neutral","Uncategorized","Disrupt the violent ones and allow the peaceful ones.","Neutral","61%","I truly have no idea. There is a moral code to follow.","Neutral","37%","False"
"","","29f31bff-d4b3-4d63-b41c-41aba6b596a5","","Male","40-49","Independent/Other","--","--","--","--","--","--","Other","--","College degree (e.g. Bsc, BA)","Suburban","$35k-$80k","No","Many of the protests seem to be chaotic with people involved from all types of different backgrounds. While some appeared to be somewhat peaceful, others tended to get out of control with some even turning violent. While I am a strong supporter of peaceful protests, some of these particular protests seem ill-advised and extremely devisive. ","Negative","56%","It seems to me that campus administrators handled these protests in a wide variety of different ways. Some administrators appeared to do almost nothing at all, while others took a more hard-lined approach and made a point to break up the protests once they became a serious problem.","Neutral","55%","The main way the campus protests affected me was just opening my eyes to the different views of young people about the current Israeli-Hamas conflict, with some appearing very intelligent about the subject while others seemed to not know much at all about what they were there to be protesting. ","Neutral","Uncategorized","I think administrators should allow for peaceful protests that don't disrupt other students and classes or turn hateful or violent. However, once these protests take a turn for the worst it is important that the administrators do what is necessary to restore order on campuses.","Negative","61%","Common sense and decency while allowing for peaceful forms of free speech.","Neutral","82%","False"
"","","3a3ae314-5da2-4d9d-8014-d21e7ba48264","","Female","40-49","Republican","Christian","--","--","--","--","--","--","--","Professional Degree (e.g. Masters, PhD, MD, JD) ","Rural","$120k+","Yes","I think that many of these people are not fully aware of what they are protesting.  It's the current hot topic and they are keen to be a part of something

","Neutral","60%","I think that steps should have been taken sooner to protect the rights of Jewish students to freely attend class.","Neutral","51%","As an educator, I have been disappointed in the lack of understanding displayed by some college students.","Negative","Uncategorized","I think that the protests should not be disruptive in any way to the ability of students to attend classes.","Negative","59%","They should base their decisions on the effect that the protests have on student education.","Negative","76%","False"
"","","b5b5a421-b13d-40b7-ba18-fdf19916c03f","","Female","60-69","Republican","Christian","--","--","--","--","--","--","--","High school","Suburban","$35k-$80k","No","It's frankly annoying. Protests can be good, as long as they are peaceful. ","Neutral","59%","As long as they followed rules, they're good. ","Neutral","44%","Not personally, and it was irritating to see the daily newsbroadcasr. ","Negative","Uncategorized","Handled well. Even protestors must follow the rules.","Neutral","60%","Campus rules and the law.","Neutral","53%","False"
"","","6e70cbb9-e67d-4abd-a163-a8a71005fea5","","Female","50-59","Republican","Christian","--","--","--","--","--","--","--","Middle school or lower","Urban","$81--$120k","No","I think the students don't really know what they are protesting about and are doing it just to try and seem like they are defiant and want to be covered on social media as some kind of liberation movement ","Negative","55%","I think they should have done more to curb the protests getting out of hand before it got to the levels of extreme violence that occurred ","Negative","52%","It mad eme realize how out of touch today's youth are, I remember seeing an interview with one of the protesting students and they didn't even know why they were protesting, that sums up what I think of them ","Negative","Uncategorized","I think they need to have a zero-tolerance policy for violence, racism, and intimidation. The way the Jewish students have been treated is borderline disgraceful. ","Negative","51%","Common sense and equality for each and every student ","Neutral","75%","False"
"","","ef6f506b-0e6e-48b0-90e1-ecded0d8c216","","Male","18-29","Independent/Other","--","--","--","Agnostic/Atheist ","--","--","--","--","Professional Degree (e.g. Masters, PhD, MD, JD) ","Urban","$81--$120k","Yes","Campus protestors are on the right side of history and should use every option at their disposal to coerce school administrations to divest from the military-industrial complex. School leaders are abhorrent for calling police on their own students.","Negative","55%","Campus administrators lied in their negotiations with students, ignored their university's rules and values, and used disproportionate tactics like revoking degrees, cancelling graduations, expelling students, removing campus housing, and engaging in violent police reprisals against protestors. No campus admin who used these tactics should be allowed to continue in their position.","Negative","53%","There have been multiple protests at campuses around me and at my alma-mater. I have supported protests at my alma-mater monetarily. I have discussed the protests and the genocide in Gaza with my friends and colleagues.","Neutral","Uncategorized","University administrators should understand that tying their organization to Israel and the greater involvement of the US imperialist violence will negatively affect future enrollment and cultural perception of their institution, not to mention making their rhetoric on academic values ring hollow.","Negative","46%","University administrators should read and follow the guidelines proposed by the protesters in terms of an actionable plan to resolve the disagreement. They should also follow the determinations by official UN bodies, human rights organizations, and the vast majority of the global community to decouple themselves from the genocide in Gaza.","Neutral","83%","False"
"","","3672c55d-cad1-4751-8c6a-f0c52693aaa3","","Female","60-69","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","Under $34k","Yes","great. Israel is committing genocide","Neutral","47%","fearful of rightwing christian nationalists in the house","Negative","47%","not at all","Neutral","Uncategorized","leave the students be","Neutral","50%","free speech rights and morality against genocide","Neutral","58%","False"
"","","50fca626-b8fb-4deb-9938-48b27e45d996","","Female","50-59","Democrat","Christian","--","--","--","--","--","--","--","High school","Rural","Under $34k","No","I feel that if people want to protest that they should do it at their house and if they are living in campus then they should not be participating. People go to college to learn and they should not have their money wasted because someone on campus doesn't free with what's going on in the world. If they were at their own residence, would they be protesting? Probably not.","Negative","52%","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","7469c1af-f68e-4c2f-99ad-70d05a14dea6","","Male","18-29","Independent/Other","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$35k-$80k","No","I think if the protests are pacific, they are very welcome to exist. Because I believe campus protests is a way to make ourselves heard in the university community.
","Neutral","58%","They did not handle in a good way, because instead of talking to the students and try to handle everything in person, most of the times they call the police to stop those protests, which is not a good way of dealing with it","Negative","51%","They did not affect me in any way","Positive","Uncategorized","I think they should approach in a neutral position","Neutral","49%","It should have a policy where they can follow in case of protests happening on campus","Neutral","75%","False"
"","","b7f06305-8f13-4c84-98a0-0cdfec358a2d","","Male","18-29","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","High school","Rural","$35k-$80k","No","I don't really like them and think their a little stupid if we're being honest.","Negative","54%","There's no right way to handle a protest so in this situation I think they did fine in the ways they addressed them.","Negative","48%","They haven't affected me much in the way of my daily life, but they have affected my opinion on current college students negatively.","Neutral","Uncategorized","As long as the demonstrations are peaceful and undisruptive, the students should be allowed to protest even if you don't agree with them.","Negative","63%","How organized the protest is. If the protest is disruptive to the campus. If the protests are peaceful or violent. The legality of the message they're attempting to spread.","Neutral","72%","False"
"","","1364cc04-b115-4d61-8848-e1852752e5ea","","Male","30-39","Independent/Other","--","--","--","Agnostic/Atheist ","--","--","--","--","High school","Suburban","$35k-$80k","No","The string of protests that sparked from college campuses might have had some relation with the Isreal-Gaza conflict, but that has completely altered since then. Now majority of the protestors aren't there for that reason.","Neutral","53%","They took precautionary, necessary steps I consider formidable. ","Neutral","49%","They occupied the majority of the news station's airtime, making me watch this event prolong and drag out.","Neutral","Uncategorized","As long as they are peacefully protesting without getting in the way, let them be. Once they aren't, kick them out.","Neutral","55%","Common sense and logic.","Neutral","74%","False"
"","","bb7705db-5554-451d-8ab6-e29a74076892","","Male","30-39","Democrat","Christian","--","--","--","--","--","--","--","High school","Rural","Under $34k","No","The campus protests should have been peaceful and not violent. Im not sure what happened but if the police had to be called and use force then what were the protestors doing.","Negative","54%","If the protest was peaceful and non disruptive then the campus administrators shouldnt have done anything. If the protest was getting violent or impacting other peoples education then it was justified.","Negative","54%","They havent affected me personally. I just hope that the protests can continue peacefully and non violent because it is a good thing they are doing.","Neutral","Uncategorized","Campus administrators should set times or places that protestors can gather peacefully. If they had set places that people could gather it would hopefully stop being violent or disruptive.","Neutral","59%","They should just make sure thats its peaceful and non disruptive. As a protestor you shouldnt want to punish innocent people for your views.","Neutral","72%","False"
"","","48799f5f-d32b-4444-8f8a-4437058333b5","","Female","50-59","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","Professional Degree (e.g. Masters, PhD, MD, JD) ","Suburban","$81--$120k","Yes","I believe the students are right to protest and that in many cases, the university has not treated them  fairly.","Negative","58%","Many cases of cruelty and excessive retribution made the news. I don't know if this was the norm. But universities should not be expelling students or arresting teachers for protesting. ","Negative","53%","They have not affected me personally at all. ","Neutral","Uncategorized","The same way as any other protest. I don't know what's typically done since I've been out of school for a long, long time. but there's no reason to use force against any peaceful protestors. ","Neutral","57%","Students have always protested injustice. How have universities handled this in the past? Free speech should be allowed.","Neutral","79%","False"
"","","b47ee30e-e200-47ae-b669-ea8b7904c2ef","","Female","60-69","Democrat","Christian","--","--","--","--","--","--","--","High school","Suburban","$120k+","No","I think peaceful protests are fine.  Anything beyond that needs to be stopped.","Neutral","59%","I really cannot answer because I don't know.","Negative","51%","They have not.","Neutral","Uncategorized","It should be a place to be discussed with an open dialog.  ","Neutral","49%","They should allow protests, as long as nothing get disrupted.","Neutral","78%","False"
"","","5fd4f251-4d7d-4f30-a453-2ca33b1a349f","","Female","50-59","Republican","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$35k-$80k","No","The College Campus protest seem to be attacking Jewish people and I feel like they are being paid to do this by liberal leaning groups. ","Negative","55%","I am glad that they called the police when it turned violent.","Neutral","48%","They have not affected me personally. ","Positive","Uncategorized","I'm all for free speech, but they can not let hate speech and violence go on. ","Negative","54%","Establish clear guidelines for demonstrations and protests on campus, including rules for where and when they can take place, as well as expectations for behavior and respect for others.","Positive","82%","False"
"","","967d53ed-e830-4cfb-bf37-37865e509fe5","","Female","50-59","Democrat","--","--","--","--","--","--","Other","--","Professional Degree (e.g. Masters, PhD, MD, JD) ","Suburban","$120k+","Yes","While I support students making their voices heard, the idea of tents, camping out, people getting involved who have no relationship with the campus, and police violence, make me think that there has to be a better way or method for students to engage in their first amendment right to protest.","Negative","57%","I think the administrators are politicians first and foremost and may not place the well being of their students as their primary concern when handling the protests.","Negative","55%","They haven't personally affected me, but they have affected my college aged children.","Negative","Uncategorized","They should allow students to peacefully protest.  They should meet with the student leaders and discuss ways to ensure the protests are peaceful.  And also discuss what will happen if the protests turn violent.","Neutral","60%","Safety of the school community and following the first amendment","Neutral","83%","False"
"","","150fafeb-b9d9-4019-bae2-33364a4b5224","","Female","18-29","Independent/Other","--","--","--","--","--","--","--","Prefer not to respond","College degree (e.g. Bsc, BA)","Rural","Under $34k","No","I think it is ridiculous and I don’t care for it. The Israel Palestine conflict is complex and these student protestors have almost zero impact on any of it. It generates headlines in the US but it isn’t actually doing anything about the issue. It feels like students are protesting something for the sake of protesting. ","Negative","55%","I think a lot of campus administrations allowed these  protests to go on for far too long. ","Negative","56%","Mild annoyance and it’s made me laugh quite a few times ","Positive","Uncategorized","I really don’t have an opinion on what they should do. ","Negative","40%","Protesting shouldn’t be allowed","Negative","19%","False"
"","","75fd2fdf-c4ea-4f52-99ad-d86ba270c470","","Male","40-49","Independent/Other","Christian","--","--","--","--","--","--","--","Professional Degree (e.g. Masters, PhD, MD, JD) ","Suburban","$81--$120k","No","the students do not know what is going on and are just protesting because they got caught up in the moment.

","Negative","53%","They did a terrible job. They are scared of a select few because they scream the loudest.","Negative","48%","they have had zero affect on me except that I think the students protesting are stupid.","Negative","Uncategorized","They should not do anything. They can set up public debates, but campus administrators should not a political stance on topics.","Negative","43%","if someone breaks the law or did not formally request to protest then they should shut it down. Treat all protests with the same guidelines.","Negative","74%","False"
"","","7d8398aa-0469-4012-acca-336af80969cb","","Male","18-29","Independent/Other","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Rural","$35k-$80k","No","It’s ridiculous ","Negative","49%","They did a good job","Positive","46%","Haven’t affected me I take online classes","Neutral","Uncategorized","I don’t have to much knowledge on it ","Neutral","40%","Meetings ","Neutral","48%","False"
"","","76c2df64-0ae0-4bfa-be3d-82b72d324071","","Male","40-49","Democrat","--","--","--","--","--","--","--","Prefer not to respond","High school","Suburban","Under $34k","Yes","Rather ridiculous.  I think these naive, ignorant young people have been tricked into protesting.  Then most of the rest of them just followed the crowd and wanted to protest something.  I feel like they would have protested anything that the organizers wanted them to protest. ","Negative","55%","If they suspended the students, then I am for it.  If they expelled the students, I am for that as well. ","Neutral","50%","just to cringe at society.  The protesters remind me of just a large group of Karens all riled up about the same thing. ","Negative","Uncategorized","kick them out of school. ","Negative","41%","a tri-fold pamphlet should guide them.","Neutral","33%","False"
"","","17c15c6e-984b-45d4-aa10-0c99be35d500","","Male","30-39","Republican","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Urban","$35k-$80k","Yes","I think they are helpful and much needed ","Positive","49%","Some are handling them well others are not. ","Neutral","52%","n/a","Neutral","Uncategorized","I think they should let them as long as its not violent ","Neutral","56%","Just let them be as long as it isn't violent","Neutral","45%","False"
"","","a3825e37-6f3a-4f6e-9bdc-cd4fdf1997cd","","Male","50-59","Democrat","Christian","--","--","--","--","--","--","--","High school","Rural","$35k-$80k","Yes","As long as they're peaceful I think they are a healthy display of civil disobedience to communicate opposition to policies that demonstrators feel are unjust","Neutral","58%","I think administrators handled it reasonably well except in cases where the right to gather for peaceful protest was not honored.","Neutral","54%","I have not been directly impacted other than it serving as a reminder about the the very volatile situation on the Gaza strip.","Neutral","Uncategorized","I think they should not interfere with the protest so long as the protest is not interfering with the normal processes of the campus.","Negative","61%","I think they should be guided by the values that colleges were founded on in the first place. Discussion and freedom of expression within limits are core values of the collegiate experience.","Neutral","84%","False"
"","","c032e99b-47ad-418f-bccb-fff0ff4e65bd","","Female","50-59","Democrat","Christian","--","--","--","--","--","--","--","High school","Suburban","$35k-$80k","No","I think that it is good for young people to stand up for what they believe in. College students have been doing protests for years for different things and sometimes that is the only way for their voices to be heard.","Neutral","60%","I think that campus administrators could have handled things better.","Negative","53%","The protests have not affected me in any way.","Neutral","Uncategorized","I think they can take an approach to have the protestors heard and feel like they are actually being ""listened"" too. I don't think the police need to be involved. That's when things tend to turn violent.","Neutral","58%","Not be guided by hate or bias but be guided by respect for the students and demonstrating their beliefs.","Neutral","79%","False"
"","","a642c3c9-3bd2-4f5d-b86e-14655df84651","","Female","30-39","Republican","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Rural","$35k-$80k","Yes","The campus protests are ridiculous

They have gotten in the way of education.","Neutral","52%","Shameful as some have enticed them.","Neutral","53%","n/a","Neutral","Uncategorized","They should not interfere.","Negative","47%","n/a

","Neutral","17%","False"
"","","a5ef0a84-7636-4b74-acad-a6994dc51930","","Female","60-69","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","High school","Suburban","$35k-$80k","Yes","Campus protests are fine and welcomed.  History has shown that college and university protests are often first and very correct about their voices in these matters. ","Neutral","55%","Campus administrators who are proponents of Freedom of Speech are appropriate. Anybody who caves to the ""this is antisematic"" is not being fair or reasonable. ","Neutral","53%","I can't think of how it's affected me personally, I've just watched from a distance. It has definitely pushed me over to the side of the Palestine and AGAINST Israel. ","Neutral","Uncategorized","I think they need to remain neutral.  Withholding diplomas and calling police is absolutely out of pocket. ","Negative","43%","Peaceful only or else possible sanctions may be incurred. ","Neutral","85%","False"
"","","120d3e52-1fbb-4ca3-a2e7-577f2347e910","","Female","50-59","Republican","--","--","--","--","--","--","Other","--","High school","Rural","$35k-$80k","No","They are just trying to do anything to be heard and for peace..force should not be the answer for students.","Negative","55%","They are trying to do what they can to stop the violence. negative or positive","Neutral","47%","none for me","Negative","Uncategorized","Peacefully with peaceful protests","Neutral","59%","As long at its peaceful it should be left alone and let the students have there say and they shouldn't be arrested","Negative","73%","False"
"","","0cc155a6-4ba9-4ee2-8058-f58ca2c8127b","","Non-binary ","30-39","Independent/Other","--","--","--","--","--","--","Other","--","High school","Prefer not to respond","Under $34k","No","I believe that the protests are necessary. I don't like violent protests, however. I also think it is wrong to punish people for protesting if they haven't done anything illegal or violent.

","Negative","59%","It is wrong to suspend students simply for protesting. It is unamerican and frankly I think it is stupid to punish people for standing up for what they believe is right. Campus admins have always done stupid things, though, so I'm not surprised. They don't tend to act in the best interest of their students.","Negative","52%","I have not been affected by the protests.","Neutral","Uncategorized","I believe they should stay out of the way, and only call authorities if things become violent or disruptive.","Negative","53%","Common sense and respect. ","Neutral","76%","False"
"","","b47a1cf5-0970-4f15-9faf-3a8284eb2cc4","","Male","18-29","Independent/Other","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Urban","$81--$120k","Yes","It helps students to explain their grievances, making their opinion heard and influence the public opinion or the government policy","Positive","56%","As long as is peaceful, students are allowed but if its not peaceful they stop the protest","Neutral","51%","It has disrupted my studies","Negative","Uncategorized","Administrators should have approach the issue in a more meaningful way","Negative","46%","Making sure students are in safe space","Neutral","83%","False"
"","","e478f9df-0742-46cd-8002-53a5d9e91524","","Male","40-49","Democrat","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Urban","$35k-$80k","No","They are the right of the protestors and especially on college campuses, which are supposed to be bastions of free speech, they should be allowed as long as they don't turn violent or destructive. ","Neutral","59%","It depends on who we are talking about and how they handled it.  This is too broad of a question to answer.  If the protests were violent or destructive, I'm okay with disciplinary actions.  Otherwise, let the kids have their voice.","Neutral","53%","They haven't affected me personally.  It's been at least a decade since I've set foot on a college campus.  I stand for free speech generally though.","Neutral","Uncategorized","It's a complex issue and I'm not qualified or trained to handle something like this.  In general, peaceful protests are fine and when they become violent or destructive steps need to be taken to protect the other students.","Neutral","55%","A commitment to free speech and students' rights.  Also, a commitment to ensuring the safety of all students and the smooth operation of the university.","Neutral","83%","False"
"","","488fe7f5-09bf-46e1-8eba-d2593286c44c","","Female","60-69","Democrat","Christian","--","--","--","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$81--$120k","No","I support and respect peaceful protests.  If not for student protesters helping change the tide of public opinion, the Vietnam war and draft would have drawn on indefinitely.  ","Neutral","58%","Overall I think administrators handled the protests as best they could; although it does seem a few may have over-reacted and involved military/police type action.  The administrators do have an obligation to all students to ensure access to learning.  ","Neutral","53%","They've given me some initiative to learn more about the war and especially the history before it.  It's helped me open my eyes to the human suffering that we sometimes become numb to.  ","Positive","Uncategorized","While difficult, it is important to protect the rights of peaceful protesters while also protecting the rights of other students and faculty.  It's important that the university remains ""open for business"" and that all students and faculty have access to an orderly and productive campus to work, study, and live.  ","Neutral","59%","the right to free speech and expression but also the rights of others to a safe and non-disrupted campus.  ","Neutral","83%","False"
"","","1e1b0c4f-0558-4cae-a217-63ba1a6bce90","","Female","18-29","Independent/Other","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$35k-$80k","No","I think the freedom to protest has not been enforced. People are allowed to protest peacefully. As long as personal  or public property isn't damaged, there should not be negative consequences.","Neutral","57%","Thr administrators are silencing their own students who are learning about the world and expanding their horizons. Out of all the places, college needs to be the one place people can protest more freely. This was handled poorly.","Neutral","54%","They haven't had a large impact on me as I stay disconnected from the world typically ","Neutral","Uncategorized","They should meet with protesters to set boundaries, letting them know what the consequences will be when the notice protests are starting to become out of hand. ","Negative","57%","A set protocol that is followed in all circumstances.","Neutral","81%","False"
"","","72a7e657-42af-4db5-802b-872c91391b5f","","Male","18-29","Independent/Other","--","--","--","Agnostic/Atheist ","--","--","--","--","College degree (e.g. Bsc, BA)","Suburban","$120k+","Yes","Though I agree with the central message of the protests, I find that some of the students behave in an annoying manner. However, I still think these protests are necessary due to the seriousness of the situation and I fully support the right to protest. I also am against the restrictions being placed by universities.","Negative","58%","I think they have handled them badly. The police should not be involved, especially in cases where the protests are nonviolent.","Negative","51%","I have seen many posts on social media for and against them, and I know people who have been involved in them.","Neutral","Uncategorized","I think they should listen to the demands the protestors have and work on reaching agreements with them when possible. The police should not be called unless it is a true emergency.","Negative","59%","Freedom of speech and opinion, and principles of nonviolence.","Neutral","82%","False"
