"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 03:56 PM (GMT)"
"Duration","02:10:51"
"Participants","323"
"Participant Limit","350"
"Total Screener Polls","3"
"Total Conversation Questions","6"


"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"69f52433-b700-49de-8ef8-a1448d82e070","Poll Single Select","What political party do you most identify with?","Republican","31.0%","100.0%","0.0%","0.0%","18.4%","27.3%","30.2%","28.0%","38.3%","37.0%","29.4%","24.7%","43.8%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%"
"69f52433-b700-49de-8ef8-a1448d82e070","Poll Single Select","What political party do you most identify with?","Democrat","35.3%","0.0%","100.0%","0.0%","39.5%","30.9%","34.0%","34.0%","37.0%","37.0%","38.8%","39.3%","20.3%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%"
"69f52433-b700-49de-8ef8-a1448d82e070","Poll Single Select","What political party do you most identify with?","Other/Independent","33.7%","0.0%","0.0%","100.0%","42.1%","41.8%","35.8%","38.0%","24.7%","26.1%","31.8%","36.0%","35.9%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%"

"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","18-24","11.8%","7.0%","13.2%","14.7%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","11.2%","13.5%","10.9%","31.8%","0.0%","46.9%","0.0%","41.0%","0.0%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","25-34","17.0%","15.0%","14.9%","21.1%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","12.4%","24.7%","18.8%","68.2%","0.0%","53.1%","0.0%","59.0%","0.0%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","35-44","16.4%","16.0%","15.8%","17.4%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","17.1%","12.4%","20.3%","0.0%","20.5%","0.0%","22.0%","0.0%","27.1%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","45-54","15.5%","14.0%","14.9%","17.4%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","15.9%","18.0%","10.9%","0.0%","17.9%","0.0%","20.7%","0.0%","27.1%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","55-64","25.1%","31.0%","26.3%","18.3%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","27.6%","20.2%","25.0%","0.0%","39.7%","0.0%","36.6%","0.0%","28.6%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","65+","14.2%","17.0%","14.9%","11.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","15.9%","11.2%","14.1%","0.0%","21.8%","0.0%","20.7%","0.0%","17.1%"

"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"d3824d52-41f0-49eb-8458-3361ecb387d1","Poll Single Select","What best describes the region you live in?","Suburban","52.6%","50.0%","57.9%","49.5%","50.0%","38.2%","54.7%","54.0%","58.0%","58.7%","100.0%","0.0%","0.0%","45.5%","51.3%","56.3%","58.5%","30.8%","60.0%"
"d3824d52-41f0-49eb-8458-3361ecb387d1","Poll Single Select","What best describes the region you live in?","Urban","27.6%","22.0%","30.7%","29.4%","31.6%","40.0%","20.8%","32.0%","22.2%","21.7%","0.0%","100.0%","0.0%","27.3%","20.5%","31.3%","30.5%","46.2%","20.0%"
"d3824d52-41f0-49eb-8458-3361ecb387d1","Poll Single Select","What best describes the region you live in?","Rural","19.8%","28.0%","11.4%","21.1%","18.4%","21.8%","24.5%","14.0%","19.8%","19.6%","0.0%","0.0%","100.0%","27.3%","28.2%","12.5%","11.0%","23.1%","20.0%"

"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"4e5e8a22-3cdb-4cba-a1fd-300b90088dff","Poll Single Select","Do you believe that defending human rights globally should be a goal of American policy?","Yes","69.7%","57.0%","86.8%","63.3%","78.9%","60.0%","81.1%","76.0%","64.2%","63.0%","72.4%","75.3%","54.7%","63.6%","55.1%","75.0%","91.5%","64.1%","62.9%"
"4e5e8a22-3cdb-4cba-a1fd-300b90088dff","Poll Single Select","Do you believe that defending human rights globally should be a goal of American policy?","No","23.2%","34.0%","10.5%","26.6%","21.1%","32.7%","15.1%","14.0%","28.4%","23.9%","18.2%","22.5%","37.5%","31.8%","34.6%","18.8%","7.3%","33.3%","22.9%"
"4e5e8a22-3cdb-4cba-a1fd-300b90088dff","Poll Single Select","Do you believe that defending human rights globally should be a goal of American policy?","Don't know","7.1%","9.0%","2.6%","10.1%","0.0%","7.3%","3.8%","10.0%","7.4%","13.0%","9.4%","2.2%","7.8%","4.5%","10.3%","6.3%","1.2%","2.6%","14.3%"

"Question ID","Question Type","Question","Star","Responses","Sentiment","All(310)","O1: Republican (96)","O1: Democrat (109)","O1: Other/Independent (105)","O2: 18-24 (38)","O2: 25-34 (54)","O2: 35-44 (50)","O2: 45-54 (49)","O2: 55-64 (78)","O2: 65+ (41)","O3: Suburban (163)","O3: Urban (87)","O3: Rural (60)","young republicans (<35) (22)","older republicans (>35) (74)","young democrats (32)","older democrats (77)","young independents (38)","older independents (67)","Submitted By","Sample ID","Participant ID"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","As a more powerful country, we are in a position to defend human rights and stand up for what is right, within reason.","Neutral","69%","55%","87%","63%","68%","63%","72%","78%","67%","68%","71%","75%","57%","55%","55%","84%","88%","55%","67%","O1: Other/Independent, O2: 65+, O3: Suburban, older independents","","12d0a0fe-590f-46ca-ab4a-5f0d97c11d8e"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","we should be a worldwide leader in human rights. ""defending"" is a tricky term but i think defense means diplomacy and not bombing another country to smithereens.","Neutral","69%","65%","79%","62%","74%","59%","78%","80%","64%","61%","70%","72%","60%","73%","62%","75%","81%","53%","67%","O1: Democrat, O2: 35-44, O3: Suburban, older democrats","","fee145ef-cde6-43d0-af8c-d12d2210ff86"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Human rights should be defended by everyone, as we are all human","Neutral","69%","54%","87%","63%","71%","61%","74%","73%","67%","68%","71%","76%","52%","55%","54%","81%","90%","58%","66%","O1: Other/Independent, O2: 25-34, O3: Suburban, young independents","","2200510a-7f6d-4c67-8774-391e1822ef35"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","All developed countries have a duty to defend human rights","Neutral","69%","54%","87%","63%","71%","61%","74%","73%","67%","68%","71%","76%","52%","55%","54%","81%","90%","58%","66%","O1: Democrat, O2: 45-54, O3: Urban, older democrats","","a3674207-17e6-4276-aad7-b3a659166264"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","It is our duty to support others.","Neutral","69%","53%","87%","64%","68%","63%","72%","76%","67%","68%","71%","76%","52%","55%","53%","81%","90%","58%","67%","O1: Republican, O2: 35-44, O3: Rural, older republicans (>35)","","f0ca36a6-b969-4e4b-ac95-852a1c4b360c"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Human rights are valuable, regardless of nationality.","Neutral","69%","55%","87%","62%","68%","61%","72%","76%","68%","68%","72%","75%","52%","55%","55%","81%","90%","55%","66%","O1: Other/Independent, O2: 25-34, O3: Urban, young independents","","f1faf41c-98a2-42e8-96a4-c3461b727c87"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","When we can help, we should. Everyone deserves basic human rights.","Neutral","69%","55%","87%","62%","68%","63%","72%","78%","67%","66%","71%","75%","55%","55%","55%","84%","88%","55%","66%","O1: Democrat, O2: 55-64, O3: Suburban, older democrats","","0660de05-defc-4700-9b83-41dbf93cb88c"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Our own human rights are best protected by defending all persons","Neutral","69%","54%","87%","63%","71%","61%","74%","73%","67%","68%","71%","76%","52%","55%","54%","81%","90%","58%","66%","O1: Democrat, O2: 65+, O3: Urban, older democrats","","ea65f567-586f-417f-91c3-9803b3456ac5"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","We are all people, and helping people when you can is the right thing to do.","Positive","69%","55%","85%","64%","79%","61%","72%","73%","64%","68%","71%","75%","55%","59%","54%","81%","87%","63%","64%","O1: Other/Independent, O2: 18-24, O3: Suburban, young independents","","d48fd156-33a5-45c9-97ea-d392381830a1"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","There are anti-NATO evil forces around our planet who must be answered for their sinister plans. No, we can't be the 'defender of all' democracies, but we must collaborate with specific allies to preserve peace and hinder the advancement of evil forces.","Negative","69%","63%","79%","64%","74%","59%","78%","76%","63%","68%","69%","74%","60%","68%","61%","72%","82%","58%","67%","O1: Other/Independent, O2: 55-64, O3: Suburban, older independents","","42c60cf5-8c5f-4946-b4d0-75fbb96c81f1"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Promoting and defending human rights globally aligns with fundamental American values, fosters international stability, and supports democratic principles worldwide. It enhances the credibility of U.S. leadership and promotes a more just and equitable world order, which benefits both national security and global humanitarian efforts.","Positive","69%","55%","87%","62%","66%","63%","72%","78%","68%","66%","71%","75%","53%","55%","55%","81%","90%","55%","66%","O1: Democrat, O2: 55-64, O3: Urban, older democrats","","78772a9f-0aaf-4c00-ac89-29a4c2521517"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Our nation was founded on life, liberty, and the pursuit of happiness. We implement this via our democratic system. Part of protecting our country is joining with allies who share our way of life. This creates a level of protection that ensures we can survive and prevail against potential outside forces.","Neutral","69%","59%","83%","63%","74%","59%","76%","78%","65%","63%","73%","72%","52%","64%","58%","78%","84%","55%","67%","O1: Democrat, O2: 65+, O3: Suburban, older democrats","","eb584dc1-00a7-48b6-94c5-5abe722984b9"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think everyone deserves that have basic human rights and when those rights are being threatened, it is only fair to defend them globally as that is what America was founded on. ","Negative","69%","55%","87%","62%","66%","63%","72%","78%","68%","66%","71%","75%","53%","55%","55%","81%","90%","55%","66%","O1: Republican, O2: 18-24, O3: Suburban, young republicans (<35)","","55145a5f-c1d2-4ed3-a5e0-af4d7ef8322a"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I feel that it is only right to, we are a country that stands for people's freedoms and to treat with respect all human lives. That if other countries would treat each other with respect they would have a better way of living. The way other countries treat their people is not right and it stands out to be morally wrong.","Neutral","69%","59%","81%","65%","76%","59%","80%","82%","62%","59%","69%","76%","57%","68%","57%","75%","83%","58%","69%","O1: Democrat, O2: 55-64, O3: Rural, older democrats","","0cfbfd39-3e80-47a7-be2d-96c0146b5ad1"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","we should do what we can to help people","Neutral","68%","54%","81%","69%","79%","67%","74%","67%","62%","68%","70%","75%","55%","59%","53%","78%","82%","74%","66%","O1: Democrat, O2: 35-44, O3: Suburban, older democrats","","e6035438-ff2f-4926-8fd0-d2e629c38734"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","As a global super power we are obligated to ensure human rights for all humans not just Americans.","Neutral","68%","53%","87%","63%","71%","61%","74%","73%","67%","66%","71%","76%","52%","55%","53%","81%","90%","58%","66%","O1: Democrat, O2: 25-34, O3: Suburban, young democrats","","4319bd7c-5fc3-4b5d-94d7-a5da83e13090"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","We should always help to defend those who are in danger and we have the means to do so.","Neutral","68%","54%","87%","62%","68%","61%","72%","76%","67%","68%","71%","76%","50%","55%","54%","81%","90%","55%","66%","O1: Democrat, O2: 55-64, O3: Suburban, older democrats","","840c4771-e5f0-40cd-906e-a0664389f2ea"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think that human rights are the most neccesary and important thing  in America.","Neutral","68%","55%","87%","61%","66%","61%","72%","76%","68%","68%","72%","74%","52%","55%","55%","81%","90%","53%","66%","O1: Democrat, O2: 35-44, O3: Rural, older democrats","","0c5c03e0-9e82-4bb9-9da0-9b90e328d34d"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","We as Americans should help others and set the example to not let other countries be bullied. ","Neutral","68%","60%","78%","66%","71%","69%","76%","82%","63%","51%","66%","76%","63%","68%","58%","81%","77%","61%","69%","O1: Other/Independent, O2: 45-54, O3: Suburban, older independents","","6d4911c3-6583-4e42-b2d0-0a82b306bacf"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","We are all connected as human beings and support each others human rights.","Neutral","68%","54%","86%","63%","71%","61%","72%","73%","67%","68%","71%","75%","52%","55%","54%","81%","88%","58%","66%","O1: Democrat, O2: 65+, O3: Urban, older democrats","","63b653df-0ad5-4d0e-9626-fa92138b33f5"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","America is the heart of the world and as such countries look up to us so being supportive of a country in trouble is the right thing to do.","Positive","68%","54%","82%","68%","74%","63%","78%","76%","65%","56%","69%","75%","58%","59%","53%","78%","83%","63%","70%","O1: Democrat, O2: 45-54, O3: Urban, older democrats","","b105f41d-e851-4bcb-8e01-c94f028343a2"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think that all countries should rise to the defense of a threatened country, including America.","Neutral","68%","53%","87%","63%","68%","61%","72%","76%","67%","68%","71%","76%","52%","55%","53%","81%","90%","55%","67%","O1: Democrat, O2: 55-64, O3: Suburban, older democrats","","af2005e2-7925-4431-ae8a-776e8ee61c90"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Defending human rights is always the right thing to do no matter where it is needed.","Positive","68%","54%","87%","62%","68%","61%","74%","73%","67%","68%","71%","76%","50%","55%","54%","81%","90%","55%","66%","O1: Other/Independent, O2: 65+, O3: Urban, older independents","","43b73537-5dc8-4b9d-9e6e-c9d3b2524a32"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I believe that America should defend human rights, because we are a strong nation that should lead by example.","Neutral","68%","53%","88%","62%","68%","61%","74%","76%","67%","66%","71%","76%","50%","55%","53%","81%","91%","55%","66%","O1: Democrat, O2: 55-64, O3: Rural, older democrats","","00eb5075-abd9-4251-b7c8-c22dbbd9386f"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","We are responsible to ensure that no one commits crimes against humanity.","Neutral","68%","54%","87%","62%","68%","59%","72%","76%","67%","71%","71%","75%","52%","55%","54%","81%","90%","53%","67%","O1: Other/Independent, O2: 55-64, O3: Suburban, older independents","","18cdd409-712d-4813-93c7-b5f9e5267ebe"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","It's our moral responsibility to do so, especially with certain past agreements where the US and allies made promises to provide aid, and in return, the receiving nation limits its military capacity we've all agreed would be dangerous.","Negative","68%","59%","81%","63%","71%","63%","74%","78%","60%","68%","68%","77%","55%","68%","57%","75%","83%","58%","66%","O1: Democrat, O2: 35-44, O3: Suburban, older democrats","","3057c7d9-dea3-48f5-83d4-258116e9313e"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Because we should protect more vulnerable populations","Neutral","68%","59%","81%","63%","68%","65%","74%","78%","60%","68%","67%","78%","55%","64%","58%","75%","83%","61%","64%","O1: Democrat, O2: 25-34, O3: Urban, young democrats","","5e47f4c9-07ef-497d-8fad-24bafeaa8caf"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","We cant rely on other countries and organizations to do whats right. We must play some role in the direction of the world as a whole.","Neutral","68%","67%","72%","65%","76%","61%","80%","71%","56%","73%","67%","74%","62%","77%","64%","69%","74%","61%","67%","O1: Republican, O2: 25-34, O3: Urban, young republicans (<35)","","c99df8e3-e223-4286-a588-ff04730053d4"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","If America stands for freedom of the people it should apply globally. Threats to democracy outside of the US can indirectly affect the US.","Neutral","68%","61%","83%","59%","76%","63%","78%","73%","59%","66%","69%","75%","57%","73%","58%","81%","83%","55%","61%","O1: Other/Independent, O2: 18-24, O3: Urban, young independents","","550c899f-a52c-4950-9441-609aa80ce48d"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","It promotes stability across the world and aligns with American values involving justice and freedom.","Positive","68%","54%","87%","61%","68%","59%","72%","76%","67%","68%","71%","75%","50%","55%","54%","81%","90%","53%","66%","O1: Republican, O2: 18-24, O3: Suburban, young republicans (<35)","","77fd37aa-2986-4cd1-8ef3-e47d5a51920e"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","The United States is one of the most powerful nations on Earth, and for all of its faults, is still the freest country in the world.  Without US support, countries can be easily overrun by totalitarian states, human rights violated and freedom taken away.  Look at how China treats its own people and the policies of Russia.  Without US intervention, people would suffer even more throughout the world.","Neutral","68%","64%","82%","58%","68%","63%","80%","71%","60%","71%","68%","75%","58%","73%","61%","78%","83%","50%","63%","O1: Other/Independent, O2: 55-64, O3: Suburban, older independents","","cf25445d-0d0a-4fe4-b8c6-265a947d1314"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","It is the moral thing to do. Always.","Neutral","68%","55%","85%","62%","68%","61%","72%","76%","67%","66%","70%","75%","53%","55%","55%","81%","87%","55%","66%","O1: Democrat, O2: 65+, O3: Suburban, older democrats","","3e89fbe6-87da-4267-8232-10ce5051fa51"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think America is uniquely equipped to support under-developed and underfunded democracies fighting against autocracy (Ukraine vs. Russia, for instance). In RIGHTEOUS cases, the US should defend human rights.","Neutral","68%","59%","83%","60%","74%","59%","78%","76%","59%","71%","72%","72%","52%","68%","57%","81%","84%","50%","66%","O1: Democrat, O2: 18-24, O3: Suburban, young democrats","","1167284f-c943-4f8c-9fa0-7d3afcd80ad5"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","it is important to approach this goal with a nuanced strategy, recognizing the complexities of international politics and respecting the sovereignty of other nations.","Neutral","68%","63%","80%","61%","74%","59%","80%","78%","62%","61%","69%","74%","57%","73%","59%","72%","83%","55%","64%","O1: Democrat, O2: 55-64, O3: Urban, older democrats","","994c8bf1-9ddd-4d85-a171-5326c1aa7eaf"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I believe that our forefathers desired for us to spread our way of life to as many people and encourage a better and brighter society for all.","Positive","68%","54%","87%","61%","68%","59%","72%","76%","67%","68%","71%","75%","50%","55%","54%","81%","90%","53%","66%","O1: Republican, O2: 18-24, O3: Rural, young republicans (<35)","","2dfaf42c-f0a2-4d87-acd6-04308f04d2e6"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","because it is always right to do","Positive","68%","56%","85%","61%","74%","61%","72%","78%","65%","61%","70%","75%","53%","64%","54%","81%","87%","55%","64%","O1: Republican, O2: 55-64, O3: Rural, older republicans (>35)","","f8862591-2d78-4d09-8e08-3ff7f3217886"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Because the United States was founded on principles of liberty and justice for all. Promoting human rights globally aligns with these core values.","Neutral","68%","54%","86%","62%","68%","59%","70%","76%","67%","71%","71%","75%","52%","55%","54%","81%","88%","53%","67%","O1: Republican, O2: 55-64, O3: Rural, older republicans (>35)","","554c609d-2bc5-4463-8779-9f048d944bf9"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","It is a matter of principle and consideration for all humanity. It matters to me and the US represents me.","Neutral","68%","59%","79%","64%","71%","59%","78%","80%","63%","59%","69%","77%","50%","64%","58%","69%","83%","61%","66%","O1: Democrat, O2: 65+, O3: Suburban, older democrats","","7e914174-1eb1-4233-b23d-c12328e2db61"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","human rights are fundamental rights and freedom that belong to all human being regardless the race, gender, nationality, religion

","Neutral","68%","55%","85%","61%","71%","59%","72%","73%","65%","68%","71%","74%","50%","59%","54%","81%","87%","53%","66%","O1: Republican, O2: 45-54, O3: Urban, older republicans (>35)","","f601b5d5-0278-4e58-a8ed-e635d0ef64a8"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I chose the answer because I think all humans should be free and have rights, however, when one country is trying to gain more power by war, I don't think we should get involved unless it is endangering our country as well.","Negative","68%","60%","80%","62%","74%","65%","78%","71%","58%","68%","67%","77%","55%","73%","57%","78%","81%","58%","64%","O1: Other/Independent, O2: 45-54, O3: Suburban, older independents","","dc2193d4-e2d7-4c0f-9176-f24657c38b72"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","The US is a model country that leads by example. We need to do what is right and help other countries under threat that are unable to defend themselves.","Neutral","68%","65%","77%","61%","76%","63%","78%","76%","58%","63%","68%","72%","60%","82%","59%","72%","79%","58%","63%","O1: Democrat, O2: 55-64, O3: Suburban, older democrats","","201c2705-c362-4bff-9851-d9e7a7a1752d"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","In general.  I think that if a government or regime is doing something that is in the wrong morally, it's the responsibility of better heeled nations to do something about it.  Otherwise it sends a message that this kind of thing is okay and the world will turn a blind eye to it.","Neutral","68%","61%","80%","61%","74%","61%","78%","71%","59%","71%","67%","72%","62%","73%","58%","75%","82%","55%","64%","O1: Other/Independent, O2: 45-54, O3: Urban, older independents","","e88db2b7-260b-403d-a0e2-dd8a0b76a2a5"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Because the United States is the most free country in the World and we owe it to others who are not so fortunate as we are.","Neutral","67%","61%","81%","59%","76%","63%","78%","69%","59%","66%","68%","74%","57%","73%","58%","81%","81%","55%","61%","O1: Other/Independent, O2: 35-44, O3: Suburban, older independents","","d3935cb1-18e7-4ec3-a693-29c66fe9fed1"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","USA has a policy on defending human rights. This has policy for many years. I support this policy based on my beliefs.","Neutral","67%","58%","82%","61%","74%","61%","76%","73%","59%","68%","67%","74%","58%","73%","54%","78%","83%","53%","66%","O1: Other/Independent, O2: 55-64, O3: Suburban, older independents","","e157c209-db80-42b8-bc8a-19a455aba74f"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","It will bring respect among others with international peace. ","Neutral","67%","53%","85%","61%","68%","59%","70%","73%","67%","66%","70%","74%","50%","55%","53%","81%","87%","53%","66%","O1: Republican, O2: 18-24, O3: Suburban, young republicans (<35)","","c3d137c4-51c2-4392-a87f-d4e60dc34a68"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","because im not a massive p.o.s. and I believe that all people no matter where they're from deserve to be treated with respect and kindness","Positive","67%","53%","82%","65%","71%","59%","76%","76%","65%","56%","68%","72%","57%","59%","51%","78%","83%","55%","70%","O1: Democrat, O2: 45-54, O3: Suburban, older democrats","","8d4f1a2e-b246-43ed-8fc6-f118b79a8671"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I say yes, but it depends on what the circumstances are. For example, the U.S. got involved in world war 2 not only because we were attacked by Japan, but because of the human rights atrocities that took place in Germany against the Jews. I guess my answer depends upon to what degree human rights are being violated.","Neutral","67%","60%","80%","60%","76%","61%","78%","71%","58%","66%","67%","74%","57%","73%","57%","78%","81%","55%","63%","O1: Other/Independent, O2: 55-64, O3: Suburban, older independents","","932500c6-1414-44cd-8356-6cb3ad2e144c"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Countries that violate human rights must not be allowed to run amok and the US has the world's most powerful military.","Negative","67%","57%","80%","62%","71%","61%","74%","76%","59%","66%","66%","75%","57%","68%","54%","75%","82%","55%","66%","O1: Democrat, O2: 55-64, O3: Suburban, older democrats","","48db03e5-6a66-4100-b82f-789f9ec21366"
