"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 03:56 PM (GMT)"
"Duration","02:10:51"
"Participants","323"
"Participant Limit","350"
"Total Screener Polls","3"
"Total Conversation Questions","6"

""
""
"","","Participant Id","Sample Provider Id","What political party do you most identify with?","What is your age?","What best describes the region you live in?","Do you believe that defending human rights globally should be a goal of American policy?","Please explain why you chose this answer (please be as specific as you can).","Sentiment","All (%agree)","What are the reasons that you think some people would/might disagree with you?","Sentiment","All (%agree)","When is a time that you supported the U.S. getting involved in another country?","Sentiment","Categories","When is a time that you did NOT support the U.S. getting involved in another country?","Sentiment","Categories","What actions, if any, should the U.S. take in the Democratic Republic of the Congo? Please explain your reason(s) for your answer.","Sentiment","All (%agree)","Muted"
"","","02149aba-8423-4df4-bbe3-6af058ba9006","","Democrat","45-54","Rural","Yes","Defending human right globally will help people to share their ideas without any hindrance.","Positive","70%","Because everybody take things in different perspective.","Neutral","42%","A lot ","Neutral","Uncategorized","none","Neutral","Uncategorized","Allowing people to share their views. This will help us know what is bothering the people in the country.","Neutral","55%","False"
"","","8c849091-bdf7-47a4-ab8c-b14d0e0d51fd","","Democrat","18-24","Suburban","Yes","America to me is the most power country on earth. to whom great power is given, great responsibility is expect of them. if we can help make the world a better place, why shouldn't we?? 

","Neutral","70%","because we also have problem we aren't finished solving","Negative","75%","when we provided military aid to Ukraine 

","Neutral","Uncategorized","iraq war","Neutral","Uncategorized","we cant just deploy units to DR congo just like that. ","Neutral","54%","False"
"","","a3674207-17e6-4276-aad7-b3a659166264","","Democrat","45-54","Urban","Yes","All developed countries have a duty to defend human rights","Neutral","69%","Xenophobia

Self centered

Cheap","Neutral","31%","The war in Ukraine","Neutral","Uncategorized","Iraq both times","Neutral","Uncategorized","We should impose sanctions on Rwanda and send aid","Neutral","56%","False"
"","","d6d46329-d4c5-4a21-9b27-a43cf719a480","","Democrat","18-24","Rural","No","We can't take care of the people here so no we should not help others","Negative","46%","Well other people would be more kind and forgiving","Neutral","35%","I would say if we are helping animals then I am all in so like the Australian Wildfires","Neutral","Uncategorized","Now when they are sending over millions or billions have dollars like where are they getting that","Negative","Uncategorized","It looks like they want the same help that is being given to others","Negative","60%","False"
"","","bdd87eba-ec32-45dc-a094-df20939c565e","","Other/Independent","55-64","Urban","Yes","With great power comes great responsibility","Positive","71%","Because sometimes we overstep our boundaries and get involved in stuff we shouldn't be involved in","Negative","69%","Afghanistan at first for harboring Bin Laden","Neutral","Uncategorized","The war in Iraq where we were lied to about the WMD's","Negative","Uncategorized","Some places we cannot do as much because we have greater self interest such as Ukraine because we want to defeat the Russians but do not have as much at stake in Rwanda and Congo","Neutral","53%","False"
"","","591b04a9-aea7-42ff-a4a9-ac37cd1eab14","","Democrat","45-54","Urban","Yes","Moral Responsibility: As a nation founded on principles of liberty, justice, and human dignity","Neutral","69%"," Many argue that intervention in other countries' affairs violates the principle of national sovereignty.","Negative","65%","In the late 1990s","Neutral","Uncategorized","2000","Neutral","Uncategorized"," Increase humanitarian aid to address immediate needs such as food security, medical care, and support for displaced persons.","Neutral","54%","False"
"","","0b614145-0d3a-49f1-9071-0a1e813d1e54","","Other/Independent","35-44","Urban","Yes","Helping people in need is what we stand for as Americans ","Positive","73%","I put America first but they are people in so much need that we can help as long as same people in US get the same help ","Neutral","73%","Not at all at any circumstances but human right aid is what I am okay with","Neutral","Uncategorized","At any point of military support financially or actually being involved ","Neutral","Uncategorized","I would not support of any of those countries with their war","Negative","51%","False"
"","","f7a06b51-1809-4f90-98dd-be0dff853a95","","Democrat","35-44","Suburban","Yes","I think anyone who can step in to champion human rights should do so ","Neutral","69%","There are so many problems within our nation that it sometimes seems inappropriate to direct funding and effort elsewhere. ","Negative","75%","Helping with the situation in Ukraine ","Neutral","Uncategorized","The whole debacle with Iran back in tbe 1970s was a complete disaster and we made things worse ","Negative","Uncategorized","The US should help in this area just like they have in others","Neutral","55%","False"
"","","840c4771-e5f0-40cd-906e-a0664389f2ea","","Democrat","55-64","Suburban","Yes","We should always help to defend those who are in danger and we have the means to do so.","Neutral","68%","Because its easier for them to focus on just their small world.","Positive","50%","I support the US sending humanitarian aide to Pakistan.","Neutral","Uncategorized","--","--","--","--","--","--","False"
"","","c99df8e3-e223-4286-a588-ff04730053d4","","Republican","25-34","Urban","Yes","We cant rely on other countries and organizations to do whats right. We must play some role in the direction of the world as a whole.","Neutral","68%","I think everyone agrees that people in other countries are important to consider but we must consider the people in our country first.","Neutral","65%","During Covid, I agreed with the U.S. sending aid to other countries.","Neutral","Uncategorized","When Russia Invaded Ukraine, I felt like that was a time we should not have given aid to them.","Negative","Uncategorized","I think the actions of the U.S. are sufficient in this case.","Neutral","49%","False"
"","","19243afe-61b7-4223-87fd-73438a74fe14","","Other/Independent","45-54","Suburban","Don't know","I believe the US should help but only the same amount that other countries help. No more being the main contributor ","Neutral","46%","They don’t look at the bigger picture ","Negative","35%","WWII","Neutral","Uncategorized","Ukraine ","Neutral","Uncategorized","I feel that the U.S. should do a study to find out exactly how much the Congo has helped the U.S. Then help the Congo with the exact amount.","Neutral","57%","False"
"","","d40c3c89-873c-4736-abc8-d13db031de2e","","Democrat","45-54","Urban","Yes","I believe that defending human rights globally should be a goal of American policy. As a leading global power, the United States has both the influence and the responsibility to promote and protect human rights. Upholding these rights aligns with American values of freedom, justice, and equality. Moreover, advocating for human rights helps foster global stability and peace, reducing the likelihood of conflicts that can have wide-reaching effects, including on American interests. Additionally, su","Neutral","71%","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","d7149c0e-f4c7-421d-9b4c-9299e45f74eb","","Republican","35-44","Suburban","No","I don’t believe America defends anyone’s rights at home or abroad. I think the war machine uses that excuse as cover to get involved and line its pockets at the expense and suffering of others.","Negative","43%","I think some people may believe we are doing good by getting involved, but it’s simply not true. Most nations are left in a worse position after our involvement. Nation building is a failed and corrupt concept.","Negative","67%","I have never supported foreign conflicts.","Neutral","Uncategorized","Quite literally every time over the course of my life, the biggest having been the “war on terror.”","Negative","Uncategorized","I think the U.S. should simply stay out of it. Getting involved does literally nothing to advance the safety or interests of our citizens.","Negative","52%","False"
"","","ffb20552-42a3-4d13-a2fe-7c22aec527c3","","Other/Independent","25-34","Urban","No","Because we have issues here that we need to resolve first. There are black people who have yet to receive reparations for the damages caused by the U>S> itself that it has yet to pay for example,  antebellum and chattel slavery, jim crow, red lining etc","Negative","48%","They are are anti black/ white supremacist which you can suspect if they are not applying that humanity to them","Negative","30%","I do not typically endorse U.S. involvement in other countries because it often diverts resources and attention away from addressing systemic inequalities and injustices faced by Descendants of American slavery within the United States.","Negative","Uncategorized","A time when I did not support U.S. involvement in another country was during the Iraq War in 2003, as it diverted significant resources and attention away from addressing pressing domestic issues faced by Descendants of American slavery within the United States","Neutral","Uncategorized","In the case of the Democratic Republic of Congo, I would advocate for the U.S. to prioritize addressing domestic issues rather than intervening in foreign conflicts.","Neutral","56%","False"
"","","fee61291-0871-4cd8-8d87-cb96da83710d","","Democrat","25-34","Suburban","Yes","There are some countries that are too small to be able to defend against aggressors and it is the responsibility of those who can, help.","Neutral","63%","We have a lot of problems on our own soil that need to be addressed too before looking outside our borders ","Negative","77%","Ukraine. A war that should not even be happening right now if it were not for the aggressions of an already massive country. Millions of innocent people displaced from homes. Food and water issues, health care needs etc.","Neutral","Uncategorized","Israel. We are finding more and more that Israel is no longer being attacked and threatened but is, in fact, doing the threatening and we should not be a part of that conflict ","Neutral","Uncategorized","I would support us providing food, water, healthcare and support for those in Rwanda. We can certainly provide the same support as we are giving in other countries without getting directly involved","Neutral","57%","False"
"","","550c899f-a52c-4950-9441-609aa80ce48d","","Other/Independent","18-24","Urban","Yes","If America stands for freedom of the people it should apply globally. Threats to democracy outside of the US can indirectly affect the US.","Neutral","68%","Might disagree because of the cost it can bring. Fear that US involvement can worsen conditions for other groups. That interest are in the wrong places where the corrupt can turn help into greed. Issue is there will always be fear of the unknown and what ifs.","Negative","56%","There has been few time I supported involvement because half the time it is done irresponsibly or for greed. The US aiding Ukraine during their war with Russia is one of those times I can agree with US involvement and protecting the peace of a group of people. ","Neutral","Uncategorized","Biggest example should be Vietnam. People to this day die from exposure either through their parents or relative who went to war. Mass amount of people who died for no reason. ","Neutral","Uncategorized","The issue in Congo larger deals because of the mineral wealth produced. US won’t get involved because anything done directly affects them creating an impression regardless of the decision. Other conflicts don’t directly affect the US in that way such as the production of cobalt which is used to a lot of things we use.","Neutral","56%","False"
"","","25a617b2-658e-46ac-b439-78908f063115","","Democrat","35-44","Suburban","Yes","I think all countries should act in the best interest of all humanity which includes protecting human rights. It doesn't need to be the only goal of American policy but it should always be a consideration and US policy should never violate the human rights of anyone.
","Neutral","72%","I think people want to uphold the current norms in the US even if it doesn't serve everyone and in particular are willing to disregard the impact on those outside the US because it's not impacting them directly, or at least it's not in a way that's tangible to them.","Neutral","67%","US involvement in Ukraine is the only time in semi-recent history that I can think of where I supported US involvement in a military capacity. Sending humanitarian aid I'm ok with but that can be complicated in terms of soft power so I can't think of a specific time at the moment.","Neutral","Uncategorized","The US involvement at the current moment with Israel is infuriating.","Negative","Uncategorized","I don't know that sanctions have been successful in the case of Congo and that perhaps a more systemic approach needs to be taken to address bigger systems at play. So while I do think more pressure on Rwanda from the US would be good, addressing the US tech industry and market that's driving the desire for resources in Congo would also be productive as less demand would mean the resource exploitation in Congo would have less appeal and hopefully slow the conflict and the exploitation of people.","Negative","55%","False"
"","","86754b8d-9990-48ca-9bba-b80fa9cd6d69","","Democrat","35-44","Rural","Yes","Because it's important for our freedom","Neutral","64%","Because they're more concerned about other policies","Neutral","51%","Afghanistan ","Neutral","Uncategorized","None","Neutral","Uncategorized","Na","Neutral","44%","False"
"","","acfad4a1-8ed7-4b6e-a481-d48cb7ee5979","","Republican","25-34","Rural","Yes","I think so because it upholds our constitution","Neutral","66%","Invading their privacy","Negative","28%","Israel","Neutral","Uncategorized","Vietnam","Neutral","Uncategorized","Upholding the peace and evacuating US citizens.","Neutral","53%","False"
"","","3dd6efe9-c649-42c3-8419-8709217a3c15","","Democrat","18-24","Suburban","Yes","America has so much power and a vast amount of resources - promoting and defending freedom and human rights are central to its influence. ","Neutral","65%","Some people would believe that we need to work on the state of our own country first, which I would not disagree with.

","Neutral","79%","Right now. I support the US sending aid to Palestine.

","Neutral","Uncategorized","When it's for the wrong reasons.","Negative","Uncategorized","I don't think I know enough about this issue to fully comment, but if it does make sense to send aid to Congo, I don't see why not.","Neutral","57%","False"
"","","d37ec782-2948-4746-8ab6-9d93be204988","","Republican","25-34","Suburban","Yes","Globally the world will not be a better place to be in if human rights are not defended. the absence of human rights and its defending scope will make the world a chaotic place where there will be rampant killing among other vices.","Negative","69%","Racial reasons.","Neutral","38%","where there is humanitarian crises like genocide.","Negative","Uncategorized","Inadequate national interest or the lack of national interest.","Neutral","Uncategorized"," The US can increase humanitarian aid to provide life-saving assistance, support displaced populations, and strengthen local capacity to respond to humanitarian crises.
","Neutral","54%","False"
"","","2a4984b4-0b9c-428b-a172-44a8f88ac900","","Democrat","18-24","Urban","No"," American is not the only country in the world so l do not see why we should always go to waste our human capital at conflicts that does not concern us","Negative","42%"," Well they may disagree with me because of the rights and freedom of humanity","Negative","28%"," During Osama BIn ladens attack","Neutral","Uncategorized","The time we went to Libya for me it was not needed","Negative","Uncategorized"," Well in the if peace is not prevailing there America should go and help calm the situation, because most of these countries have the trust and believe that American can help","Neutral","52%","False"
"","","26b1851e-9337-4d88-90bf-bcb16c7263ca","","Republican","45-54","Suburban","Yes","because everyone has a right for human rights ....","Neutral","70%","they dont want US involved period.","Negative","68%","getting Osama Bin Laden","Neutral","Uncategorized","Ukranie","Neutral","Uncategorized","We shouldnt do anything as we have alleys there.","Negative","49%","False"
"","","5e47f4c9-07ef-497d-8fad-24bafeaa8caf","","Democrat","25-34","Urban","Yes","Because we should protect more vulnerable populations","Neutral","68%","Because we should be spending money on ourselves","Negative","67%","World War 2","Neutral","Uncategorized","Iraq War","Neutral","Uncategorized","They should economically support those fighting the injustices","Neutral","56%","False"
"","","1e15593c-1d67-42e3-9c82-283bb21b6f5a","","Other/Independent","25-34","Rural","Yes","I don't think the USA needs to be the ""world police"" but areas that have an interest in national security should be priority. Human rights comes second, but should not be ignored, but I would approach those issues with more humanitarian aid than force (soldiers, weapons, ect.). ","Negative","48%","We have limited resources and cannot afford to share them with the world until we fix our own issues at home. It's not our business to get involved, would you send your child into harms way for some stranger? Humanitarian aid is not enough, we should be the ""world police"" if we don't do it, one of our powerful enemies will.

","Negative","73%","If that other country attacks us or our allies. If an allied country asks for help because of an imminent attack. When one of our enemy states is actively involved (it may be dirty, but proxy wars are very effective if one side refuses to play because it's ""wrong"")","Neutral","Uncategorized","A civil war between equal parties, I could see an argument for helping civilians. I country dealing with rebellion and/or dissent. Basically, internal conflicts of a nation are not our business.","Neutral","Uncategorized","We should remove any and all support from Rwanda if they break wartime rules (child soldiers). Because this is a civil war we should be limited on our support vs an enemy state invading a friendly nation. It might be blunt but the Congo is not as tactically important as Ukraine or Israel. ","Neutral","52%","False"
"","","a3d57343-5c27-44ae-80f1-cf5facdafcc4","","Other/Independent","25-34","Urban","No","Because by making that a part of American policy, it promotes American involvement in foreign affairs, which may have consequences and may lead to loss of human life when conflict escalates.","Negative","49%","They might point out that it is hypocritical to abide by a certain set of values in our nation but not extend that same courtesy to other people outside of America.","Negative","52%","None. I do not support involvement in another country in most ways.","Neutral","Uncategorized","These wars in Ukraine and Gaza.","Neutral","Uncategorized","None. Getting involved will only further escalate the conflict. The people of Congo should sort it out.","Neutral","54%","False"
"","","c681bb76-848d-49a3-aa7f-8a9dfb512fbc","","Democrat","25-34","Rural","Yes","I think it unethical to stand by when things like genocide are happening even if it is not within our own borders","Negative","60%","spreading our resources to other countries can spread us too thin at home","Negative","72%","I haven't because when they want to get involved its always for the purpose of oil and destruction","Negative","Uncategorized","iraq, iran, gaza, cuba","Neutral","Uncategorized","I don't feel like I have enough information about how the U.S. interfering would save lives","Neutral","54%","False"
"","","47e62906-5e1b-4d18-a6c6-5eef7473bf3a","","Democrat","35-44","Urban","Yes","We should be the leader in this area","Positive","70%","They are Republicans","Neutral","26%","During the conflict times","Neutral","Uncategorized","Peace time","Positive","Uncategorized","We need to support civilian government and punish the perpetrators ","Negative","54%","False"
"","","8b7722e1-4e39-4d18-b647-12193714a548","","Democrat","45-54","Urban","Yes","when we have, we need to support those who are less privileged because it will lift them up when they find themselves.","Neutral","65%","they only think about themselves and not others.","Negative","35%","when the other country cannot feed its own people and it is leading to so much death.","Negative","Uncategorized","when it comes to countries who fight other countries for supremacy ","Neutral","Uncategorized","they need to call Rwanda to order and also use its power to stop the conflicts because so many lives are involved here.","Negative","56%","False"
"","","a525d72c-d03a-48f2-8fab-e707d2ebcf17","","Other/Independent","25-34","Suburban","Yes","As a global superpower I feel like we have some obligation to promote human rights globally - who else has the means to enforce it?","Neutral","71%","I think a lot of people agree that it's the morally right thing to do. Some may disagree because they are cynical of US intentions abroad, or they may think prioritizing domestic issues is more important.","Neutral","65%","Russia's invasion of Ukraine definitely warranted our support.","Neutral","Uncategorized","The US shouldn't have invaded Iraq.","Negative","Uncategorized","They should definitely levy sanctions and provide financial support to help prevent humanitarian crises. I'm unsure of the details surrounding the conflict so I'm hesitant to recommend they take a side.","Neutral","56%","False"
"","","fc792356-1662-4b68-9730-65901e6b15ef","","Other/Independent","45-54","Suburban","Yes","We are a world leader, so we need to lead. If we have all of this wealth and power and influence, what else should we do with it besides trying to make the world a more just place?","Neutral","72%","this would cost money and there are a lot of issues in this country that need to be adressed","Negative","72%","I support the US' support of Ukraine in resisting the Russian invasion. We don't have to send troops, but our support is making it possible for the people of Ukraine to defend themselves","Positive","Uncategorized","The US has been involved in overthrowing many regimes in the world, especially in developing nations. I don't support this","Neutral","Uncategorized","I think the US should be as involved in Congo as they are in Ukraine and Israel. I think it'd obvious why the people of Congo aren't as much of a priority as the people in Europe and the Middle East","Neutral","55%","False"
"","","a1921c52-c61e-49e8-8ed1-410e1097f685","","Other/Independent","25-34","Urban","Yes","So that there is peace in the world and we should have the right to defend ourselves accordingly","Neutral","70%","Everyone has their own opinions about everything so yeah people will disagree because they are stubborn and set in their ways","Negative","32%","I haven't really I don't read into all that stuff","Neutral","Uncategorized","I don't deal with politics ","Negative","Uncategorized","They should definitely not have children in the mix for starters. And they should do something about it if they have the power to","Negative","50%","False"
"","","584eaeec-981b-4770-be90-e65ea6eaa8a4","","Republican","25-34","Urban","Yes","we have the resources to make that happen","Neutral","60%","they feel that the resources are for just Americans","Neutral","67%","then was during the israel war","Neutral","Uncategorized","during the libya war","Neutral","Uncategorized","i would like the US government to support their allies","Neutral","53%","False"
"","","d63dfb17-806b-4c77-bfb5-bc8b09b74710","","Democrat","65+","Suburban","Yes","I believe we should help the disadvantaged.","Neutral","72%","1. Some people like to be contrary just for the sake of being different.

2. Some people feel that we should only take care of Americans.","Neutral","55%","When human rights were violated","Negative","Uncategorized","when we are overloaded with problems of our own","Neutral","Uncategorized","The US should have done more to help a long time ago. Simply put, the US just like other countries are rooted in colonialism -- and don't care deeply for some people of color","Negative","54%","False"
"","","7f990e35-33e8-4468-9b94-6d819aee6d63","","Republican","25-34","Urban","No","I don't think that the United States should be forced to send their people into potentially dangerous situations to protect others from other lands, I do however believe in helping with financial aid potentially but the idea of 'defending' sounds a bit broad and I do not believe that any American should die to defend somewhere else.","Negative","47%","They would most likely believe that it is the kind and nice thing to do, to help those that need the help. They would believe that defending others is more important than anything else.","Neutral","42%","Probably sending money to the Ukraine thing was the last time I supported anything like that, and even I believe that the US is somewhat taking it a bit further than they need to. However, I agree with that whole thing of aiding the little guy in defense of a much larger warmonger.","Neutral","Uncategorized","Pretty much every single war they've entered for another country, or that took a lot of American lives outside of the obvious ones like WWII which would have eventually trickled to the United States.","Neutral","Uncategorized","Send them money and weapons if applicable, but that's about it. If the United States started to intervene in every single conflict then they'd put themselves into a much worse position.","Negative","52%","False"
"","","9d2de2cf-b343-49aa-b0d6-4928cb60f217","","Republican","25-34","Suburban","Yes","I believe the US should be involved with providing humanitarian support as long as it’s for the reason of protecting against unlawful conflict. I do not think the US should be involved with all conflicts and should exercise caution when making these decisions.","Neutral","61%","Some people have more extreme opinions on both directions. I also understand the need to take care of our own issues first.","Neutral","70%","Central America in the early 90s. Korean War","Neutral","Uncategorized","Vietnam. Ukraine right now","Neutral","Uncategorized","Allocate some of the funds being dumped into the war in Ukraine to help defend the Congo.","Neutral","53%","False"
"","","6677f2b8-f60c-4b0d-82f5-0fc256acfe2b","","Republican","45-54","Rural","No","I believe it to a point but for the most part i think we should be more concerned about what is happening in our home to our people.","Neutral","45%","I know some people may disagree because we are all human and should help each other.","Neutral","70%","world war ll when a huge massacre was happening because of one persons wants.","Neutral","Uncategorized","We should not have gotten involved with Ukraine because they are not our ally and its just asking for a war with russia which we dont need.","Negative","Uncategorized","it we can put a stop to it we should because they are our ally and its part of the agreement and should be upheld.","Neutral","50%","False"
"","","e0e3d33b-833a-4a24-8333-2bc3ff062772","","Republican","45-54","Urban","Yes","I think that defending human rights  make the world a better place

","Neutral","71%","the cost to the tax payer","Neutral","59%","the first Iraq war","Neutral","Uncategorized","the war in Ukraine","Neutral","Uncategorized","the US should not  get involved","Negative","50%","False"
"","","7e914174-1eb1-4233-b23d-c12328e2db61","","Democrat","65+","Suburban","Yes","It is a matter of principle and consideration for all humanity. It matters to me and the US represents me.","Neutral","68%","Some believe we should focus on domestic issues and let the rest of the world take care of itself. Don't meddle would be a theme.","Neutral","77%","The Russian invasion of Ukraine","Negative","Uncategorized","Vietnam. It was baseless and foolish.","Neutral","Uncategorized","Economic sanctions should be employed against Rwanda. It would put pressure without risking lives.","Neutral","55%","False"
"","","67f0f196-a3d1-4ff0-b375-2aec75f2fb5f","","Republican","25-34","Suburban","No","I don’t think we should be responsible for other countries issues, unless there is a possibility of global impact ","Negative","48%","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","ad664602-db42-4517-a54f-39797d1f9e80","","Democrat","45-54","Urban","No","We need to focus on dealing first with our internal problems.","Neutral","47%","we all have different opinions and realities.","Neutral","58%","Support for Israel.","Neutral","Uncategorized","Support for Ukraine","Neutral","Uncategorized","US should help investigate the cause of the conflict and find middle grounds.","Neutral","52%","False"
"","","d475537c-cb21-448c-aec6-d32f19acb0c8","","Democrat","25-34","Urban","No","America should just be concerned with taking care of itself.","Negative","45%","Some people feel that the United States has a responsibility towards the world.","Neutral","72%","World War II.","Neutral","Uncategorized","Vietnam War","Neutral","Uncategorized","I don't know enough about the situation to give my opinion.","Neutral","56%","False"
"","","f0ca36a6-b969-4e4b-ac95-852a1c4b360c","","Republican","35-44","Rural","Yes","It is our duty to support others.","Neutral","69%","Others might disagree and think we should just worry about ourselves ","Negative","65%","When it will cause more harm not to do so.","Neutral","Uncategorized","I am not sure.","Neutral","Uncategorized","Since they are an ally we should be helping them even if it means sending over some of our guys.","Neutral","56%","False"
"","","42cdeb48-4495-45b1-bfa5-c5fe4d6051e6","","Republican","45-54","Suburban","Yes","I think the US as a highly developed and top nation should focus on the areas of the worst human rights violations and support efforts to reduce and remove those violations.  We need proof, a clear plan, and strong execution as key pieces before we interfere. ","Neutral","72%","They might think we need to mind our own store and focus on human rights issues here at home.  They might think the expense is too high.  They also might think we have a moral obligation to stay out of it as our way would not be better. ","Negative","63%","Iraq. When saddam Hussein attacked Kuwait","Neutral","Uncategorized","Ukraine.  It’s a proxy war with Russia.  It’s corrupt and obviously Biden has been corrupted by companies there. ","Neutral","Uncategorized","Take stronger political action against Rwanda including increasing taxes and levies.  Also adding more pressure to the Rwandan government to stop the conflict","Negative","55%","False"
"","","15537993-db43-4f07-aab1-76369c7a2d7f","","Republican","35-44","Suburban","Yes","People matter","Neutral","54%","Home country people should matter more","Neutral","78%","Wars","Neutral","Uncategorized","Oil ","Neutral","Uncategorized","Cut ties until they do better","Neutral","51%","False"
"","","7d0554ec-ae3a-4ede-bf7a-8035015a1de2","","Democrat","55-64","Suburban","Yes","If we see suffering among vulnerable people in the world, we have a moral obligation to help. I'm thinking of Syrian refugees, Ukrainians, civilians under attack in Gaza, women being oppressed in Iran, people living under dictatorships in Cuba, Venezuela and Russia. Our help doesn't always mean weapons or military force, though.","Neutral","72%","They might say we're overburdened with our own problems at home and that we can't take on the world's suffering.","Negative","77%","When we see great violence or injustice, especially when it involves civilians. We should also try to unseat dictators. I have friends in Venezuela who are powerless against the Maduro regime, so I know how impossible it is for citizens to shake off their oppressors. Hell, the US may need someone to do that for us in a few years.","Neutral","Uncategorized","For made-up reasons like more easy access to oil, or to satisfy a president's revenge fantasy.","Neutral","Uncategorized","This conflict doesn't get Americans' attention because of racism and the Democratic Republic of Congo's relative lack of influence compared to Ukraine or Israel, but we should be responding to that crisis in a similar way (humanitarian aid at least). That probably starts with more media coverage.","Neutral","55%","False"
"","","67d1e767-eb09-4557-b209-5b8ff209c7c0","","Other/Independent","18-24","Urban","Yes","I believe that America is responsible for many humanitarian crises, we should support defending human rights in places that we affected.","Neutral","71%","Lots of reasons. People don't see others as deserving of liberation.","Neutral","39%","Not often but during WWII it was pretty necessary.","Neutral","Uncategorized","Supporting Israel at every turn.","Neutral","Uncategorized","We should stop funding and providing weapons to arms dealers. We should stop relations with UAE. We should take in refugees.","Neutral","52%","False"
"","","9c46babe-44e4-4df5-8d3a-b0ce0991d6c7","","Republican","35-44","Rural","Yes","Because human rights should be protected no matter what","Neutral","72%","Some people would say that we need to stick to our own country and let others fend for theirselves","Negative","76%","Im not sure on this one","Neutral","Uncategorized","I dont know","Neutral","Uncategorized","I think we should help to the extent we can because they have been an ally to us","Neutral","55%","False"
"","","34306493-eaba-4212-9860-c59c7c2e4d25","","Republican","45-54","Urban","Yes","international stability which means countries that respects human rights are often more stable and less prone to conflicts. Promoting human rights can contribute to global peace.","Neutral","71%","they might think the country is going trough a hard time o it own so we should focus on our country rather ","Negative","68%","moral imperative i will say ","Neutral","Uncategorized","when the country is violating sovereignty ","Negative","Uncategorized","humanitarian assistance ","Positive","52%","False"
"","","35125b35-4b10-4143-98bd-7054d7c580e2","","Democrat","25-34","Suburban","Yes","I do think some level interference is necessary. At least when it expressly comes to protecting something like rights.","Neutral","60%","Overreach, exploitation, and bloodthirstiness. The US and our government do not always intervene with good intentions.","Neutral","56%","--","--","--","--","--","--","--","--","--","False"
"","","c62ceff6-5ba3-44f0-82e7-7f753a9b3f64","","Democrat","45-54","Urban","Yes","Working for human rights globally benefits the US itself and it is also a moral thing to do. Of course this is never an easy topic and I recognize that this is a very complex topic","Neutral","70%","There are many reasons, since this is not a simple issue. One argument is that the US should spend more time focused on domestic matters.","Neutral","79%","World War II","Neutral","Uncategorized","The decades the US has spent meddling in Latin America and removing democratically-elected leaders in some of Latin America's countries","Neutral","Uncategorized","First, I would say I need to learn more about this issue. But based solely on the info above, it would seem to indicate we should get involved in Congo or at least learn more about the situation.","Negative","56%","False"
"","","345ace8f-c7e6-4fa8-b030-ddbcba0bc1b0","","Democrat","25-34","Suburban","No","Because we have our own problem, and we have a limited number of resources to solve them. We should focus on our own problems first.","Negative","46%","They think that solving other people's problems should be done on using our taxpayer money. Probably because it is the ""right thing to do"".","Neutral","59%","When there is threat to the U.S. or its citizens directly.","Neutral","Uncategorized","When there is no threat to the U.S. or its citizens directly.","Neutral","Uncategorized","This conflict poses no threat to the U.S. or its citizens, therefore no action should be taken.","Negative","50%","False"
"","","aedd931a-e4ed-4b86-9757-b77a08abfc85","","Republican","35-44","Urban","Yes","everyone has the right to freedom and life provided it does not infringde on others right","Neutral","67%","others will agree because they will also want to enjoy their right to freedom","Neutral","41%","in terms of defence","Neutral","Uncategorized","if its illigal","Neutral","Uncategorized","they should refrain from the conflict or help in its resolution","Negative","51%","False"
"","","f5621f39-60cf-4289-b2d9-ee82323c7d2b","","Republican","25-34","Urban","Yes","because if we as americans don't fight for them who would , they would be oppressed ","Negative","49%","people have different perspectives and some may think the people in the country comes first in terms of welfare  and others may say we should aid other countries because we are better off","Neutral","65%","when the need for humanitarian acts are  essential","Neutral","Uncategorized","in wars ","Neutral","Uncategorized","leave the country alone to run their businesses","Negative","50%","False"
"","","ea089aba-9aaa-4354-a796-60902a8981d4","","Democrat","25-34","Urban","Yes","As a significant country/leaders in the world, I think it's in the USA's interests to try to help defend human rights. Everyone has a right to live a safe, peaceful life. However, I do not agree with military involvement or sending weapons etc. I only agree with providing humanitarian support. ","Neutral","72%","In practice, getting involved with other countries often leads to rising tensions and conflicts. The underlying reasons for getting involved are often malicious/self-serving, and do not end well.","Negative","63%","Whenever we have provided aid to a country suffering through a humanitarian crisis. ","Neutral","Uncategorized","Any time it involved the military.","Neutral","Uncategorized","We should provide humanitarian aid such as supplies and whatever else people may need, but not necessarily get involved if it involves violence. ","Neutral","52%","False"
"","","26d0df27-931b-4909-abc8-3e3145e64719","","Other/Independent","25-34","Rural","Yes","If we stand for what's right, that requires a global presence.","Neutral","71%","People probably take a more isolationist approach.","Neutral","54%","WW2","Neutral","Uncategorized","Iraq","Neutral","Uncategorized","Sanctions are probably the best option in this situation. Although I don't know a lot about it.","Neutral","53%","False"
"","","fb112e36-2489-4b75-96bb-fcb121bfc33c","","Democrat","55-64","Urban","No","It seems that humans rights defence is selective. While America probably should help, the motivations shouldn't be financial or political.","Negative","50%","Some people might disagree because of their own beliefs and motivations.","Negative","57%","In providing disaster relief to others countries who have had earthquakes, typhoons, etc.","Neutral","Uncategorized","Going to a country because we are against their leader or government. Retaliation for 911","Neutral","Uncategorized","I'm not sure what actions the US should take. Diplomatic to start with.","Neutral","51%","False"
